##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-17/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-17_17-28-38_Noria.ttl
Number of Nodes : 214
Number of edges : 494
cumulative number of nodes : 214
degree_histogram : [0, 44, 31, 25, 31, 26, 9, 12, 7, 7, 7, 1, 5, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 2]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.010837611337808785
cumulative density : 0.010837611337808785
Average degree connectivity : {2: 2.0, 10: 4.5, 9: 4.396825396825397, 3: 4.226666666666667, 11: 2.0, 6: 5.222222222222222, 4: 7.080645161290323, 12: 5.066666666666666, 7: 3.1785714285714284, 15: 2.5166666666666666, 16: 1.9375, 1: 0.8636363636363636, 5: 5.007692307692308, 23: 1.7173913043478262, 17: 2.5294117647058822, 8: 4.053571428571429}
#### Subject, Object, predicate ####
ProductModel1,organization,{'label': 'productManufacturedBy', 'color': 'white'}
VMAppProxy_Eth0,up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
VMAppProxy_Eth0,VM_AppProxy,{'label': 'networkInterfaceOf', 'color': 'white'}
VMAppProxy_Eth0,virtual,{'label': 'networkInterfaceType', 'color': 'white'}
Log_DDoS_MitigationAction,MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Log_DDoS_MitigationAction,DDoS_Mitigation_Procedure,{'label': 'usedProcedure', 'color': 'white'}
Log_DDoS_MitigationAction,Informational,{'label': 'alarmSeverity', 'color': 'white'}
Log_DDoS_MitigationAction,Team_SecurityOperations,{'label': 'logOriginatingAgent', 'color': 'white'}
Log_DDoS_MitigationAction,Firewall_DMZ01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
CharlieDavis_CorpID,Person_CharlieDavis,{'label': 'holdsAccount', 'color': 'white'}
Dell_PowerEdge_R740,Org_Dell,{'label': 'productManufacturedBy', 'color': 'white'}
Log_Edge01_InterfaceDown,Router_Edge01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Log_Edge01_InterfaceDown,TT_20240420_001,{'label': 'alarmMitigatedBy', 'color': 'white'}
Log_Edge01_InterfaceDown,Critical,{'label': 'alarmSeverity', 'color': 'white'}
Log_Edge01_InterfaceDown,MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
InternetAccessRestored,Internet_Failover_Procedure,{'label': 'operationPlanPostCondition', 'color': 'white'}
Link_Core01_DB01,Team_NetworkOperations,{'label': 'resourceManagedBy', 'color': 'white'}
Link_Core01_DB01,Core01_Gi1_0_2,{'label': 'networkInterfaceConnects', 'color': 'white'}
Link_Core01_DB01,DB01_Eth0,{'label': 'networkInterfaceConnects', 'color': 'white'}
Link_Core01_LBWeb,Team_NetworkOperations,{'label': 'resourceManagedBy', 'color': 'white'}
Link_Core01_LBWeb,LB_Web_Eth1,{'label': 'networkInterfaceConnects', 'color': 'white'}
Link_Core01_LBWeb,Core01_Gi1_0_4,{'label': 'networkInterfaceConnects', 'color': 'white'}
MonitoringSystem_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
MonitoringSystem_Prod,MonitoringSystem,{'label': 'applicationModuleOf', 'color': 'white'}
MonitoringSystem_Prod,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
MonitoringSystem_Prod,Team_NetworkOperations,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
Log_DB01_DiskFull,Warning,{'label': 'alarmSeverity', 'color': 'white'}
Log_DB01_DiskFull,MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Log_DB01_DiskFull,Server_DB01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Cisco_ASR_1000,Org_Cisco,{'label': 'productManufacturedBy', 'color': 'white'}
DiskSpaceNormal,DB_DiskExpansion_Procedure,{'label': 'operationPlanPostCondition', 'color': 'white'}
TrafficNormalised,DDoS_Mitigation_Procedure,{'label': 'operationPlanPostCondition', 'color': 'white'}
PrimaryLinkDown,Internet_Failover_Procedure,{'label': 'operationPlanPreCondition', 'color': 'white'}
TicketingSystem_Prod,Team_ApplicationSupport,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
TicketingSystem_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
TicketingSystem_Prod,TicketingSystem,{'label': 'applicationModuleOf', 'color': 'white'}
TicketingSystem_Prod,Platinum,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
AliceSmith_CorpID,Person_AliceSmith,{'label': 'holdsAccount', 'color': 'white'}
DiskSpaceLow,DB_DiskExpansion_Procedure,{'label': 'operationPlanPreCondition', 'color': 'white'}
#### NODES #### :161
['Server_DB01', 'Locus_Rack_A1_R12', 'TT_20240420_001_StatusChange_Resolved', 'Informational', 'Log_Edge01_FailoverExecuted', 'Person_AliceSmith', 'Team_ApplicationSupport', 'ticketing-system', 'TT_20240420_003', 'ImmediateIntervention', 'InternetAccess', 'CustomerFacingService', 'Team_NetworkOperations', 'Link_Lyon_ParisWAN', 'CR_20240510_003', 'Normal', 'CustomerPortal_Prod', 'CustomerPortal', 'DDoSAttackDetected', 'DDoS_Mitigation_Procedure', 'TT_20240420_001', 'Resolved', 'Log_WANLink_Degradation', 'Router_LyonBranch', 'Firewall_DMZ01', 'TT_20240420_001_Note1', 'Diagnosis', 'firewall', 'CR_20240501_002_StatusChange_Completed', 'CR_20240501_002', 'Router_Edge01', 'InProduction', 'up', 'P1', 'LoadBalancer_Web', 'WEB01_Eth0', 'physical', 'CR_20240425_001', 'Person_BobJohnson', 'mailto:alice.smith@example.com', 'TT_20240420_004', 'P2', 'Completed', 'VM_AppProxy', 'ontology', 'accepted', 'VMware_ESXi', 'noria-0.2', 'CustomerFacingWebServices', 'CustomerPortal_Staging', 'Bronze', 'load-balancer', 'business-application', 'TicketingSystem', 'LB_Web_Eth0', 'TT_20240420_002', 'Major', 'Critical', 'CR_20240501_002_Plan', 'DB01_Eth0', 'Router_OS_Upgrade_Procedure', 'Core01_Gi1_0_4', 'BobJohnson_CorpID', 'TT_20240420_002_Note1', 'email', 'Server_WEB01', 'Core01_Gi1_0_1', 'Switch_Core01', 'router', 'Edge01_Gi0_0_1', 'noria-0.3', 'Link_Core01_WEB01', 'Team_SecurityOperations', 'Edge01_Gi0_0_2', 'TT_20240420_004_Note1', 'Log_Firewall_DDoSAttempt', 'Core01_Gi1_0_3', 'physical-server', 'TT_20240420_001_Note2', 'NetworkDiagram_ParisDC', 'high', 'LB_Web_Eth1', 'LyonRtr_Gi0_0_0', 'Edge01_Gi0_0_0', 'virtual-router', 'Failure', 'InternalIntervention', 'Log_WEB01_HighCPU', 'Internal', 'Core01_Gi1_0_2', 'Link_Edge01_Core01', 'DB_DiskExpansion_Procedure', 'CR_20240501_002_StatusChange_InProgress', 'MonitoringSystem', 'Person_CharlieDavis', 'phone', 'InternalConnectivity', 'Supervision', 'Locus_Rack_LYN_C3', 'Room_NetworkCloset_LyonOffice', 'Org_VMware', 'Room_ServerRoom_ParisDC', 'LyonRtr_Gi0_0_1', 'Cisco_Catalyst_9300', 'Log_Firewall_BlockedAttempt', 'BSD-4-Clause', 'LocalCustomerCallBack', 'VMAppProxy_Eth0', 'Log_DDoS_MitigationAction', 'CharlieDavis_CorpID', 'critical', 'InProgress', 'Dell_PowerEdge_R740', 'Org_Dell', 'Site_ParisDC', 'Log_Edge01_InterfaceDown', 'ManagedBackboneNetworks', 'Scheduled', 'InternetAccessRestored', 'Internet_Failover_Procedure', 'Link_Core01_DB01', 'infrastructure', 'Link_Core01_LBWeb', 'Site_LyonOffice', 'IllDefined', 'MonitoringSystem_Prod', 'Log_DB01_DiskFull', 'Warning', 'Cisco_ASR_1000', 'Org_Cisco', 'Configuration', 'DiskSpaceNormal', 'TrafficNormalised', 'Platinum', 'PerformanceDegradation', 'InterruptedService', 'ResourceFacingService', 'Gold', 'Approved', 'PrimaryLinkDown', 'TicketingSystem_Prod', 'SoftwareUpgrade', 'SecurityIncident', 'virtual', 'DeferredIntervention', 'noria-ontology-UC.png', 'CorruptedService', 'AliceSmith_CorpID', 'Customer', 'virtual-machine', 'switch', 'TotalBreakdown', 'InDevelopment', 'mailto:bob.johnson@example.com', 'ContractApplicationHostingServices', 'doc', 'Standard', 'mailto:charlie.davis@example.com', 'DiskSpaceLow', 'www.orange.com', 'Assistance']
##################################################

##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-17/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-17_17-39-30_Noria.ttl
Number of Nodes : 139
Number of edges : 295
cumulative number of nodes : 666
degree_histogram : [0, 42, 18, 24, 19, 5, 4, 3, 3, 4, 3, 3, 1, 1, 2, 1, 1, 4, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.01537900114690856
cumulative density : 0.053172909612506584
Average degree connectivity : {7: 4.714285714285714, 2: 0.3055555555555556, 14: 3.7857142857142856, 11: 2.212121212121212, 5: 8.64, 12: 3.8333333333333335, 9: 5.027777777777778, 10: 3.566666666666667, 19: 6.0, 6: 7.166666666666667, 8: 4.958333333333333, 1: 0.6666666666666666, 3: 4.180555555555555, 4: 5.2368421052631575, 15: 1.2666666666666666, 17: 3.338235294117647, 16: 2.75, 13: 3.769230769230769}
#### Subject, Object, predicate ####
Resource_DRRouter01,Router,{'label': 'resourceType', 'color': 'white'}
Resource_DRRouter01,ProductModel_CiscoASR1K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_DRRouter01,Agent_NetworkOpsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_DRRouter01,Locus_DRRackC2_U5,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_DRRouter01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_DNSServer01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_DNSServer01,Server,{'label': 'resourceType', 'color': 'white'}
Resource_DNSServer01,Agent_DNSAdminTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_DNSServer01,ProductModel_DellR740,{'label': 'resourceProductModel', 'color': 'white'}
Resource_DNSServer01,Application_CorporateDNS,{'label': 'resourceForApplication', 'color': 'white'}
Resource_DNSServer01,Locus_RackA1_U23,{'label': 'locatedAtLocus', 'color': 'white'}
NetworkLink_LB01_WebVM01,Resource_LoadBalancer01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
NetworkLink_LB01_WebVM01,Resource_WebFrontendVM01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
NetworkLink_LB01_WebVM01,NetworkInterface_WebVM01_Eth0,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink_LB01_WebVM01,NetworkInterface_LB01_Int,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink_LB01_WebVM01,Agent_AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_LoadBalancer01,Agent_AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_LoadBalancer01,Switch,{'label': 'resourceType', 'color': 'white'}
Resource_LoadBalancer01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_LoadBalancer01,Application_CRMSystem,{'label': 'resourceForApplication', 'color': 'white'}
Resource_LoadBalancer01,Locus_RackB5_U10,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_LoadBalancer01,ProductModel_CiscoNexus9K,{'label': 'resourceProductModel', 'color': 'white'}
ApplicationModule_CRMSystem_Prod,Application_CRMSystem,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule_CRMSystem_Prod,Agent_AppSupportTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ApplicationModule_CRMSystem_Prod,Agent_JaneSmith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
ApplicationModule_CRMSystem_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
ApplicationModule_CRMSystem_Prod,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
Application_CRMSystem,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application_CRMSystem,business,{'label': 'applicationType', 'color': 'white'}
Application_CRMSystem,Agent_AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
TroubleTicket_CRMSlowdown,ApplicationModule_CRMSystem_Prod,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_CRMSlowdown,Customer,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_CRMSlowdown,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket_CRMSlowdown,EventRecord_CRMSlowResponse,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_CRMSlowdown,Assistance,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket_CRMSlowdown,Application_CRMSystem,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_CRMSlowdown,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket_CRMSlowdown,Resource_WebFrontendVM01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_CRMSlowdown,PartialServiceDegradation,{'label': 'troubleTicketCategory', 'color': 'white'}
TroubleTicket_CRMSlowdown,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_CRMSlowdown,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_CRMSlowdown,Service_CRMDataFlow,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_CRMSlowdown,Resource_DatabaseServer01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_CRMSlowdown,EventRecord_LBHealthCheckFailure,{'label': 'documentStatusHistory', 'color': 'white'}
TroubleTicket_CRMSlowdown,Agent_JaneSmith,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_CRMSlowdown,DeferredIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_CRMSlowdown,Agent_AppSupportTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_CRMSlowdown,Resource_LoadBalancer01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
Agent_SecurityTeam,Service_SecurityMonitoring,{'label': 'agentManagesResource', 'color': 'white'}
Agent_SecurityTeam,Resource_Firewall01,{'label': 'agentManagesResource', 'color': 'white'}
Agent_SecurityTeam,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Service_SecurityMonitoring,ResourceFacingService,{'label': 'serviceType', 'color': 'white'}
Service_SecurityMonitoring,Agent_SecurityTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Service_SecurityMonitoring,ApplicationModule_MonitoringPlatform_Prod,{'label': 'subSystemOf', 'color': 'white'}
Service_SecurityMonitoring,Application_MonitoringPlatform,{'label': 'subSystemOf', 'color': 'white'}
Service_CorporateInternetAccess,CustomerFacingService,{'label': 'serviceType', 'color': 'white'}
Service_CorporateInternetAccess,Resource_CoreRouter01,{'label': 'subSystemOf', 'color': 'white'}
Service_CorporateInternetAccess,Application_CorporateDNS,{'label': 'subSystemOf', 'color': 'white'}
Service_CorporateInternetAccess,Application_MonitoringPlatform,{'label': 'subSystemOf', 'color': 'white'}
Service_CorporateInternetAccess,Resource_Firewall01,{'label': 'subSystemOf', 'color': 'white'}
EventRecord_UserLoginFailure,Application_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_UserLoginFailure,Agent_SecurityTeam,{'label': 'logOriginatingAgent', 'color': 'white'}
EventRecord_UserLoginFailure,Resource_DNSServer01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord_UserLoginFailure,Minor,{'label': 'alarmSeverity', 'color': 'white'}
Application_MonitoringPlatform,medium,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application_MonitoringPlatform,Agent_NetworkOpsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Application_MonitoringPlatform,monitoring,{'label': 'applicationType', 'color': 'white'}
TroubleTicketNote_Security_Investigation,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote_Security_Investigation,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote_Security_Investigation,Agent_SecurityTeam,{'label': 'creator', 'color': 'white'}
TroubleTicketNote_Security_Investigation,TroubleTicket_SecurityIncident,{'label': 'isPartOf', 'color': 'white'}
TroubleTicket_SecurityIncident,EventRecord_SecurityAlert,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_SecurityIncident,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket_SecurityIncident,Resource_DNSServer01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_SecurityIncident,Resource_Firewall01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_SecurityIncident,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_SecurityIncident,PartialServiceDegradation,{'label': 'troubleTicketCategory', 'color': 'white'}
TroubleTicket_SecurityIncident,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_SecurityIncident,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_SecurityIncident,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_SecurityIncident,EventRecord_FirewallBlockedTraffic,{'label': 'documentStatusHistory', 'color': 'white'}
TroubleTicket_SecurityIncident,Agent_SecurityTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_SecurityIncident,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket_SecurityIncident,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
EventRecord_SecurityAlert,Application_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_SecurityAlert,Agent_SecurityTeam,{'label': 'logOriginatingAgent', 'color': 'white'}
EventRecord_SecurityAlert,Resource_DNSServer01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord_SecurityAlert,Major,{'label': 'alarmSeverity', 'color': 'white'}
ChangeRequest_RouterUpgrade,Agent_NetworkOpsTeam,{'label': 'changeRequestPilotParty', 'color': 'white'}
ChangeRequest_RouterUpgrade,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest_RouterUpgrade,EventRecord_RouterInterfaceDown,{'label': 'documentStatusHistory', 'color': 'white'}
ChangeRequest_RouterUpgrade,Resource_CoreRouter01,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest_RouterUpgrade,Standard,{'label': 'changeRequestType', 'color': 'white'}
ChangeRequest_RouterUpgrade,SoftwareUpgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
ChangeRequest_RouterUpgrade,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest_RouterUpgrade,Service_CorporateInternetAccess,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest_RouterUpgrade,Agent_JohnDoe,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
Agent_NetworkOpsTeam,NetworkLink_Internal_CR01_DNS01,{'label': 'agentManagesResource', 'color': 'white'}
Agent_NetworkOpsTeam,NetworkLink_CR01_Uplink,{'label': 'agentManagesResource', 'color': 'white'}
Agent_NetworkOpsTeam,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Agent_NetworkOpsTeam,Resource_CoreRouter01,{'label': 'agentManagesResource', 'color': 'white'}
OperationPlan_VMResourceModify,ActionPreCondition_VMShutdown,{'label': 'operationPlanPreCondition', 'color': 'white'}
OperationPlan_VMResourceModify,ActionPostCondition_VMResourcesUpdated,{'label': 'operationPlanPostCondition', 'color': 'white'}
ChangeRequest_FirewallRuleUpdate,Configuration,{'label': 'changeRequestChangeCause', 'color': 'white'}
ChangeRequest_FirewallRuleUpdate,Resource_Firewall01,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest_FirewallRuleUpdate,Agent_SecurityTeam,{'label': 'changeRequestPilotParty', 'color': 'white'}
ChangeRequest_FirewallRuleUpdate,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest_FirewallRuleUpdate,Standard,{'label': 'changeRequestType', 'color': 'white'}
ChangeRequest_FirewallRuleUpdate,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest_FirewallRuleUpdate,Agent_JaneSmith,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
ChangeRequest_FirewallRuleUpdate,FirewallRuleUpdate,{'label': 'changeRequestSpecification', 'color': 'white'}
EventRecord_DNSOutageLog,Application_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_DNSOutageLog,Critical,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord_DNSOutageLog,Resource_DNSServer01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord_CRMSlowResponse,Application_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_CRMSlowResponse,ApplicationModule_CRMSystem_Prod,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord_CRMSlowResponse,Warning,{'label': 'alarmSeverity', 'color': 'white'}
ProductModel_CiscoNexus9K,org#Manufacturer_Cisco,{'label': 'productManufacturedBy', 'color': 'white'}
NetworkInterface_FW01_Int,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NetworkInterface_FW01_Int,Resource_Firewall01,{'label': 'networkInterfaceOf', 'color': 'white'}
Resource_CoreRouter01,Router,{'label': 'resourceType', 'color': 'white'}
Resource_CoreRouter01,Application_CorporateDNS,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreRouter01,ProductModel_CiscoASR1K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_CoreRouter01,Application_MonitoringPlatform,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreRouter01,Agent_NetworkOpsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_CoreRouter01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_CoreRouter01,Locus_RackB5_U10,{'label': 'locatedAtLocus', 'color': 'white'}
Agent_AppSupportTeam,Resource_WebFrontendVM01,{'label': 'agentManagesResource', 'color': 'white'}
Agent_AppSupportTeam,Resource_DatabaseServer01,{'label': 'agentManagesResource', 'color': 'white'}
Agent_AppSupportTeam,Resource_LoadBalancer01,{'label': 'agentManagesResource', 'color': 'white'}
Agent_AppSupportTeam,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Agent_AppSupportTeam,Resource_VMwareVCenter,{'label': 'agentManagesResource', 'color': 'white'}
Resource_Firewall01,Firewall,{'label': 'resourceType', 'color': 'white'}
Resource_Firewall01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_Firewall01,Service_SecurityMonitoring,{'label': 'resourceForApplication', 'color': 'white'}
Resource_Firewall01,Agent_SecurityTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_Firewall01,Service_CorporateInternetAccess,{'label': 'resourceForApplication', 'color': 'white'}
Resource_Firewall01,Locus_RackB5_U10,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_Firewall01,ProductModel_CiscoNexus9K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_WebFrontendVM01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_WebFrontendVM01,Application_CRMSystem,{'label': 'resourceForApplication', 'color': 'white'}
Resource_WebFrontendVM01,ProductModel_VMwareESXi,{'label': 'resourceProductModel', 'color': 'white'}
Resource_WebFrontendVM01,VirtualMachine,{'label': 'resourceType', 'color': 'white'}
Resource_WebFrontendVM01,Agent_AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_WebFrontendVM01,Up,{'label': 'virtualServerStatus', 'color': 'white'}
NetworkInterface_CR01_Gig0_0_1,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NetworkInterface_CR01_Gig0_0_1,Resource_CoreRouter01,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface_LB01_Int,Resource_LoadBalancer01,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface_LB01_Int,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
ProductModel_CiscoASR1K,org#Manufacturer_Cisco,{'label': 'productManufacturedBy', 'color': 'white'}
Application_CorporateDNS,infrastructure,{'label': 'applicationType', 'color': 'white'}
Application_CorporateDNS,Agent_DNSAdminTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Application_CorporateDNS,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
EventRecord_RouterInterfaceDown,Application_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_RouterInterfaceDown,Critical,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord_RouterInterfaceDown,Resource_CoreRouter01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord_RouterInterfaceDown,OperationPlan_RestartInterface,{'label': 'alarmProposedRepairAction', 'color': 'white'}
TroubleTicket_DNSOutage,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket_DNSOutage,Agent_NetworkOpsTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_DNSOutage,EventRecord_DNSOutageLog,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_DNSOutage,TotalBreakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
TroubleTicket_DNSOutage,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket_DNSOutage,Service_CorporateInternetAccess,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_DNSOutage,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket_DNSOutage,Application_CorporateDNS,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_DNSOutage,Resource_DNSServer01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_DNSOutage,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_DNSOutage,Resource_CoreRouter01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_DNSOutage,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_DNSOutage,Agent_DNSAdminTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_DNSOutage,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_DNSOutage,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
NetworkLink_Internet_FW01,Agent_SecurityTeam,{'label': 'resourceManagedBy', 'color': 'white'}
NetworkLink_Internet_FW01,NetworkInterface_FW01_Ext,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink_Internet_FW01,Resource_Firewall01,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkInterface_DNS01_Eth0,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NetworkInterface_DNS01_Eth0,Resource_DNSServer01,{'label': 'networkInterfaceOf', 'color': 'white'}
Room_ServerRoomA,bot#Site_MainDC,{'label': 'bot#hasSpace', 'color': 'white'}
NetworkLink_FW01_CR01,Agent_NetworkOpsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
NetworkLink_FW01_CR01,NetworkInterface_FW01_Int,{'label': 'networkInterfaceConnects', 'color': 'white'}
