2026-01-16 17:59:18,543 - INFO - ##################################################
2026-01-16 17:59:18,543 - INFO - Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/prompt_optim/S4_fully_created_by_AI/2025-10-21/vertex_ai/gemini-2.5-flash/4_prompt_fully_created_by_AI_2025-10-21_10-33-12_Noria.ttl
2026-01-16 17:59:18,543 - INFO - Number of Nodes : 539
2026-01-16 17:59:18,544 - INFO - Number of edges : 745
2026-01-16 17:59:18,544 - INFO - cumulative number of nodes : 539
2026-01-16 17:59:18,544 - INFO - degree_histogram : [0, 381, 41, 17, 20, 8, 17, 4, 6, 4, 8, 5, 6, 1, 2, 2, 1, 1, 2, 3, 3, 3, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2026-01-16 17:59:18,545 - INFO - number of self loop : 23
2026-01-16 17:59:18,545 - INFO - ####  KPIs ####
2026-01-16 17:59:18,545 - INFO - DiGraph density : 0.0025691249801711833
2026-01-16 17:59:18,546 - INFO - cumulative density : 0.0025691249801711833
2026-01-16 17:59:18,549 - INFO - Average degree connectivity : {18: 4.527777777777778, 1: 0.007874015748031496, 7: 5.071428571428571, 6: 2.823529411764706, 13: 7.0, 2: 0.4146341463414634, 14: 1.6785714285714286, 12: 5.805555555555555, 3: 0.8431372549019608, 19: 3.491228070175439, 11: 5.581818181818182, 28: 5.5, 8: 5.354166666666667, 4: 0.9625, 27: 3.037037037037037, 10: 6.7375, 5: 1.025, 16: 5.125, 38: 6.394736842105263, 17: 7.352941176470588, 22: 6.045454545454546, 21: 2.9365079365079363, 20: 3.466666666666667, 9: 4.75, 15: 3.3333333333333335}
2026-01-16 17:59:18,549 - INFO - #### Subject, Object, predicate ####
2026-01-16 17:59:18,549 - INFO - Resource005,SN-ER01-JKL234,{'label': 'resourceSerialNumber', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,952 - INFO - operationType,Defines types of operations recorded in trouble ti...,{'label': 'description', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,952 - INFO - operationType,Trouble Ticket Note Operation Type Concept Scheme,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,952 - INFO - #### NODES #### :596
2026-01-16 17:59:18,952 - INFO - ['NetworkInterface4', 'Network interface for Database Server DB01.', 'Assistance', 'Assistance Ticket', 'bot#Site1', 'Room2', 'EventRecord2', 'Application3', 'Failure', 'EventRecord3', "CRM_PROD: Database connection failed for user 'crm...", 'ChangeRequest1', 'PT10M', 'NetworkLink1', 'High-speed link connecting DNS server to core rout...', 'TroubleTicket2', 'WAN link between Paris DC and Lyon RO is down, use...', 'Gold', 'Gold SLA Level', 'TroubleTicket1', '2024-04-20T09:15:00+00:00', 'TroubleTicket3', 'TT-20240420-003', 'medium', 'type', 'Defines types of IT resources.', 'Router', 'Network Equipment Room B02', 'Resource4', 'InProduction', 'business-importance', 'Defines levels of business importance for applicat...', 'Supervision', 'DocumentAttachment2', 'EventRecord1', 'Resource1', 'Maintenance', 'En Maintenance', 'Major', 'Indicates a significant impact on services, requir...', 'SN-R740-001', 'NetworkLink2', 'Agent2', 'Internal Monitoring System', 'Resource3', 'Application2', 'ASSET-DNS-001', 'status', 'Defines operational statuses for application modul...', 'org#Juniper', 'Manufacturer of networking hardware.', 'Email', 'Preferred contact method is email.', 'Application1', 'CIA-APP', 'ApplicationModule1', 'org#OrgUnit1', 'specification', 'Defines specifications for change requests.', 'TroubleTicketNote2', 'Internal', 'Person1', 'DocumentAttachment1', '2023-10-01T10:00:00+00:00', 'Server', 'Resource2', '2021-05-20T14:30:00+00:00', 'Main Data Center Paris', 'OperationalState', 'Defines operational states for IT resources.', 'Locus1', 'Rack R01-L05', 'Incident reported due to slow DNS resolution affec...', 'agent-contact-method', 'Agent Contact Method Concept Scheme', 'InProgress', 'En Cours', 'bot#Site2', 'Lyon', 'ImmediateIntervention', 'Immediate Intervention Urgency', 'In Maintenance', 'R01', 'NetworkInterface5', 'Uplink interface for Edge Switch SW01.', 'Agent3', 'Team responsible for supporting Business Applicati...', 'commentType', 'Trouble Ticket Note Comment Type Concept Scheme', 'Production instance of the Corporate Internet Acce...', '10.0.0.1', 'ApplicationModule2', 'InternalIntervention', 'Change request for internal team intervention.', '48.866667', 'mx204_release_notes.pdf', 'high', 'Customer Relationship Management (CRM)', 'ChangeRequest2', '2024-05-01T06:00:00+00:00', 'Down', 'Inactif', 'NetworkOutage', 'Network Outage Category', 'org#Cisco', 'Locus2', 'Diagnosis', 'Diagnosis Operation Type', 'Wide Area Network link between Paris Data Center a...', 'P1', 'Panne', '4.85', 'physical', 'NetworkLink3', 'Ethernet 1Gbps', 'Service1', 'Person2', '2024-03-01T09:00:00+00:00', 'Paris', 'OperationPlan1', 'Detailed steps for upgrading software on Juniper M...', 'Service2', 'ASSET-DB-001', 'Primary DNS server for corporate network, hosted i...', 'urgency', 'Trouble Ticket Urgency Concept Scheme', 'infrastructure', 'Infrastructure Application', 'Up', 'Application Logs', 'CIA', 'Dedicated link between Application Server A01 and ...', 'OperationPlan2', 'Agent1', 'Team responsible for DNS server management.', 'CustomerFacingService', 'A service directly consumed by customers.', 'NetworkInterface2', 'EventRecord4', 'Log entry for a configuration change applied to Co...', 'Application Log Error: Database Connection Failed', 'Agent4', 'Database Admin Team', 'NetworkInterface1', 'Uplink to core network', 'SoftwareUpgrade', 'Resource5', 'mailto:alice.smith@example.com', 'NetworkInterface3', 'Confirmed interface TenGigabitEthernet0/1/0 on cr0...', 'application/pdf', 'CR-20240419-001', '+1-555-123-4567', 'The application module is currently active and ser...', 'Standard operating procedure for diagnosing and re...', 'GigabitEthernet1/0/1 on sw01', 'Application Developer for Business App A.', 'Zabbix', 'ServerFailure', 'true', 'Switch', 'A network switch resource.', '2024-04-20T10:20:00+00:00', 'AnomalyPattern1', 'Anomaly pattern where sustained high CPU on DNS se...', '24/7 team monitoring network infrastructure.', 'Database network access', 'network_diagram_dc_paris.pdf', 'Provides internet access for all corporate users.', '172.16.0.11', 'Network interface for Application Server A01.', 'Service Client', 'TroubleTicketNote1', 'First findings for DNS performance degradation.', 'origin', 'Trouble Ticket Origin Concept Scheme', '2023-03-10T09:30:00+00:00', 'Down Operational State', 'CUid1', 'Corporate User ID for Alice Smith.', 'CRM-APP', '192.168.1.10', '172.16.0.10', 'Service3', 'Internal DNS Resolution Service', 'ManagedBackbone', 'Responsabilité Backbone Géré', 'Sales & Support', 'Priority 1', 'Approved', 'Planned software upgrade for Core Router R01 to en...', 'Defines types of trouble tickets.', "Application d'Infrastructure", 'Change Request Specification Concept Scheme', 'priority', 'Defines priority levels for trouble tickets.', 'Critical', 'Critique', 'db01.corp.example.com', 'CR-20240501-001', 'GigabitEthernet0/0/0 on db01', 'AdministrativeState', 'Resource Administrative State Concept Scheme', '2001', 'Trouble ticket is currently being worked on.', 'ActionPreCondition1', 'Pre-condition: The router must be reachable via ma...', 'CPU utilization on dns01.corp.example.com exceeded...', 'Diagnostic', 'org#OrgUnit2', 'Users reporting intermittent issues accessing CRM,...', 'Room1', 'Main server room within the Paris Data Center.', 'ProductModel1', 'Network Diagram - DC Paris', '2024-04-19T13:00:00+00:00', 'Application for monitoring IT infrastructure and s...', 'cause', 'Defines causes for change requests.', 'org#CompanyA', 'Example Corp', 'severity', 'Defines severity levels for trouble tickets.', 'TenGigabitEthernet0/1/0 on cr01', 'Customer', 'Agent5', 'Team responsible for cybersecurity monitoring and ...', 'Customer Facing Service Type', 'ApplicationModule3', 'Down Administrative State', 'R02', 'Supervision Origin', 'Resource Operational State Concept Scheme', 'For critical incidents, call the dedicated hotline...', 'Importance Métier Élevée', 'A fictional company.', 'Edge switch connecting end-user devices in Regiona...', 'Phone', 'Phone Contact Method', 'ResourceFacingService', 'Resource Facing Service', 'App-DB-Link-01', 'Resource is currently operational.', 'Change Request Type Concept Scheme', 'CIA_PROD', 'Application Type Concept Scheme', 'Corporate DNS Server 01', 'SYS-5-CONFIG_I: Configured from console by asmith_...', 'sla-level', 'Defines SLA levels for application modules.', '2024-04-20T12:00:00+00:00', 'ProductModel4', 'org#HP', 'Ethernet 10Gbps', 'dns01.corp.example.com', 'Defines administrative states for IT resources.', 'Change request has been approved for execution.', 'An application providing core infrastructure servi...', '24/7', 'Importance Métier Moyenne', 'DOC-NET-DC-PAR-01', 'CRM_PROD', 'TT-20240420-001', 'CRM Database Migration', 'trouble-category', 'Defines categories for trouble tickets.', '2024-04-19T15:00:00+00:00', 'Steps taken to diagnose and restore WAN link to Ly...', 'Major Severity', 'Resolved', 'Résolu', 'Defines types of comments for trouble ticket notes...', 'business', '9:00 am - 6:00 pm (Mon --> Fri)', 'ActionPostCondition2', 'Link Operational or ISP Engaged', 'The application module is currently undergoing mai...', 'DNS Server Performance Degradation', 'Business', 'Immediate Intervention', 'Major Perceived Severity', 'Note detailing diagnostic steps taken.', 'Alice Smith', 'Application Module Status Concept Scheme', 'Trouble Ticket Type Concept Scheme', 'Alert indicating that a network interface on Core ...', 'CRM Database Connectivity Issue', 'Application Server A01', 'Server Failure Category', 'Medium Business Importance', '2024-04-20T09:00:00+00:00', '69007', 'ApplicationTeam', 'Application Team Responsibility', 'ActionPreCondition2', 'Pre-condition: An alert indicating a WAN link is d...', 'PDF document containing the network topology diagr...', 'Database Server DB01', 'asmith_corp', 'Edge Switch SW01', '45.75', 'CUid2', 'Corporate User ID for Bob Johnson.', 'High', 'Internal Intervention', 'A service supporting other services or internal op...', 'FR', '1. Backup configuration. 2. Download new image. 3....', 'Link Down Alert Received', 'Ticket reporting a system or service failure.', 'Resource is actively used in production.', 'High severity, indicating a significant service im...', 'Customer Management', 'P2', 'Indicates a severe impact on services, requiring i...', 'Standard', 'Internal service for resolving domain names within...', 'Panne Serveur', 'Security Operations Center (SOC)', 'PROD', 'Dell server model used for DNS.', 'Enterprise Connectivity Service', 'Server Room A01', 'Serveur', 'Router Reachable and Backup Complete', 'High CPU leading to DNS Unresponsiveness', 'Intervention Immédiate', 'Managed Backbone', 'Trouble ticket initiated by a monitoring or superv...', 'Trouble Ticket Priority Concept Scheme', 'Administratif Actif', 'org#Dell', 'Dell Technologies', 'LifecycleState', 'Resource Lifecycle State Concept Scheme', 'Network Operations Center (NOC)', '2023-01-01T00:00:00+00:00', 'Resource is currently not operational.', 'ProductModel2', 'Category for server hardware or software failures.', '123 Rue de la Paix', 'Service Ressource', 'Business Application', 'Requires immediate action due to severe impact.', 'Service enabling access to CRM data for various bu...', 'In Progress', 'Change Request Status Concept Scheme', 'An application directly supporting business proces...', 'Lead Engineer for Network Infrastructure.', '3001', 'A pre-approved change with low risk and impact.', 'Bob Johnson', 'Rack R02-L10', 'Resource is administratively disabled.', 'Release notes for the software version installed o...', '2022-01-15T10:00:00+00:00', 'Interne', 'Production instance of the CRM application.', 'ProductModel3', '8:30 am - 5:30 pm (Mon --> Fri)', 'Internal Comment Type', 'Core business application for managing customer in...', 'End-to-end service providing network connectivity ...', 'Defines types of applications.', 'Server hosting Business Application A, part of the...', 'DC-Core-Link-01', 'data center', '2023-01-25T13:00:00+00:00', 'Highest SLA level with maximum availability and pe...', 'Ticket requesting assistance or support.', 'Use the Ticketing system + hotline phone number fo...', 'Physical network interface for DNS server connecti...', 'Router Resource Type', 'High Business Importance', 'ActionPostCondition1', 'Post-condition: Router is operational, all interfa...', 'IMS', 'A computing server resource.', 'WAN Link to Lyon Office', 'Up Operational State', 'Service Type Concept Scheme', 'Core Router R01', 'Defines types of change requests.', 'Medium', 'NL-DC-CORE-01', 'Internal Intervention Category', 'Defines origins for trouble tickets.', 'Decommissioned', 'Resource has been removed from service.', 'Defines urgency levels for trouble tickets.', 'Cisco enterprise-grade network switch.', 'Defines lifecycle states for IT resources.', 'Application Métier', 'Application Support Team A', 'Majeur', 'sw01.lyon.example.com', 'Infrastructure', 'Décommissionné', 'In Production', '2024-04-19T13:05:00+00:00', 'Resource Type Concept Scheme', 'Server Failure', 'Niveau SLA Or', 'CRM application experiencing database connection f...', 'RoutineMaintenance', 'Routine Maintenance', 'problemResponsibility', 'Problem Responsibility Concept Scheme', 'Approved Status', 'Actif', '2024-04-20T10:15:00+00:00', 'Decommissioned Lifecycle State', 'Mise à jour Logicielle', '2023-03-10T09:00:00+00:00', 'CRM Data Access Service', 'CRM - Production', '1. Verify physical layer. 2. Check interface statu...', 'Up Administrative State', 'En Production', 'category', 'Defines categories for change requests.', 'HP server model for general purpose applications.', 'Comment intended for internal team members only.', '2022-06-01T11:00:00+00:00', 'Approuvé', 'Email Contact Method', 'NL-APP-DB-01', 'Error log from CRM application indicating a failur...', 'A network router resource.', 'Intervention Interne', 'Preferred contact method is phone.', 'Failure Ticket', 'Software Upgrade Release Notes - MX204', 'Critical Severity', 'Routine Maintenance Specification', 'Department overseeing all IT infrastructure.', 'Corporate Internet Access', '75002', 'Location of servers in Rack 01, position 05.', 'DOC-SW-MX204-RN', 'Network Services', 'Trouble Ticket Status Concept Scheme', 'Administratif Inactif', 'Highest severity, indicating a severe service impa...', 'DNS server unreachable causing internet access iss...', 'Trouble ticket has been resolved.', 'HP ProLiant DL380 Gen10', 'IMS-APP', 'In Progress Status', 'Primary data center facility located in Paris.', 'MPLS VPN', 'false', 'SN-R740-002', 'Dell PowerEdge R740', '2024-04-10T15:00:00+00:00', 'mailto:bob.johnson@example.com', 'Responsibility lies with the team managing the cor...', 'Monitoring & Alerting', 'Priority 2', '10', 'cr01.corp.example.com', 'Change Request Cause Concept Scheme', 'TT-20240420-002', '2024-04-20T11:30:00+00:00', 'Regional office building in Lyon.', 'ASSET-SW-001', 'Regional Office Lyon', 'CRM', '2024-05-01T02:00:00+00:00', 'DNS Server CPU High Alert', 'Development instance of the Internal Monitoring Sy...', 'WAN Link Outage to Lyon Office', 'SN-DL380-001', 'DEV', 'Customer Origin', 'Resource is administratively enabled.', '8:00 am - 12:00 am / 1:00 pm - 5:30 pm (Mon --> Fr...', 'Core Router Software Upgrade Procedure', 'WAN Link Troubleshooting Steps', 'Panne Réseau', 'High-speed uplink interface for Core Router R01.', '2.333333', 'SN-C9300-001', 'Defines statuses for change requests.', 'SN-MX204-001', 'Initial DNS Investigation Note', 'Business Applications Department', 'Application is important but not critical for busi...', 'bjohnson_corp', 'AnomalyPattern2', 'Anomaly pattern where a network interface repeated...', 'appsvr01.corp.example.com', 'Responsibility lies with the application developme...', 'Manufacturer of computer hardware.', 'Cisco Catalyst 9300', '05', '2024-04-19T14:55:00+00:00', 'DNS Admin Team', 'Commutateur', 'Core Router Software Upgrade', '2024-04-20T10:35:00+00:00', 'Client', 'Defines statuses for trouble tickets.', 'Location of network devices in Rack 02, position 1...', '2024-04-15T10:00:00+00:00', 'Critical incident: WAN link to Lyon office is down...', 'Category for network-related service interruptions...', 'Defines areas of responsibility for problems.', 'Juniper Networks', 'ASSET-APPS-001', 'Application Team', 'Defines types of services.', 'Courriel', 'Critical Perceived Severity', '45 Avenue Jean Jaurès', '2024-04-19T14:00:00+00:00', 'HP Inc.', 'Cisco Systems', 'Server Resource Type', '2024-04-20T09:30:00+00:00', '-5', '2022-01-15T10:30:00+00:00', 'RO-LYO-01', 'Juniper high-performance edge router.', 'Nagios', 'Post-condition: WAN link is restored, or ISP has b...', 'Department managing all business-critical applicat...', 'Application Business Importance Concept Scheme', 'Trouble Ticket Category Concept Scheme', 'Software Upgrade Cause', 'Infrastructure Operations Department', 'Change Request Category Concept Scheme', 'GigabitEthernet0/0/0 on appsvr01', '2024-04-20T11:45:00+00:00', 'WAN Link Troubleshooting Guide', 'Dedicated room for network devices in Paris Data C...', 'Database server for critical applications.', 'Software Upgrade', 'Network Interface Down Alert', 'Application Module SLA Level Concept Scheme', 'Migration of CRM database to a new, more powerful ...', 'office building', 'Juniper MX204', 'Téléphone', 'Resolved Status', 'WAN Link Flap Detection', 'Routeur', 'Alert indicating high CPU utilization on the prima...', 'Configuration Change on Core Router R01', 'Highest priority, critical impact.', 'Uplink to regional router', '1001', 'In Production Lifecycle State', 'PT2H', 'PerceivedSeverity', 'Defines perceived severity levels for notification...', 'Network Outage', 'operationType', 'Defines types of operations recorded in trouble ti...', 'Managed Backbone Responsibility', 'Interface TenGigabitEthernet0/1/0 on cr01.corp.exa...', 'Trouble Ticket Severity Concept Scheme', 'Main core router for the corporate network, locate...', 'ASSET-CR-001', 'Trouble ticket initiated by a customer.', 'Standard Change Type', 'Team responsible for database management.', 'IMS_DEV', 'High priority, significant impact.', '10.10.1.1', 'Change request due to a software upgrade.', 'Switch Resource Type', 'Application is critical for business operations.', 'NL-WAN-PAR-LYO', 'Corporate Internet Access - Production', 'EventRecord(CPU_High) AND EventRecord(DNS_Query_Ti...', 'Application network access', 'Resource Facing Service Type', '2021-05-20T15:00:00+00:00', 'Internal Monitoring System - Development', 'Trouble Ticket Note Operation Type Concept Scheme', 'Router Operational and Services Restored', 'Responsabilité Équipe Applicative', '-7', 'Defines preferred contact methods for agents.', 'Specification for routine maintenance activities.', 'Maintenance Routine', 'Customer Facing Service', 'DC-PAR-01', 'GigabitEthernet0/0/1 on dns01', 'Internet Gateway Management', 'Checked DNS server logs, no obvious errors. CPU us...', 'EventRecord(IF_Down) followed by EventRecord(IF_Up...', 'WAN-Link-Paris-Lyon', 'IT Operations', 'Notification Perceived Severity Concept Scheme']
2026-01-16 17:59:18,952 - INFO - trouble tickets nodes :['TroubleTicket1', 'TroubleTicket2', 'TroubleTicket3']
2026-01-16 17:59:18,952 - INFO - change request nodes :['ChangeRequest2', 'ChangeRequest1']
2026-01-16 17:59:18,952 - INFO - application nodes :['Application1', 'Application3', 'Application2']
2026-01-16 17:59:18,952 - INFO - network resource nodes :['Resource4', 'Resource5', 'Resource2', 'Resource1', 'Resource3']
2026-01-16 17:59:18,952 - INFO - network interface nodes :['NetworkInterface4', 'NetworkInterface3', 'NetworkInterface1', 'NetworkInterface2', 'NetworkInterface5']
2026-01-16 17:59:18,952 - INFO - network link nodes :['NetworkLink3', 'NetworkLink1', 'NetworkLink2']
2026-01-16 17:59:18,952 - INFO - ##################################################

2026-01-16 17:59:19,238 - INFO - ##################################################
2026-01-16 17:59:19,238 - INFO - Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/prompt_optim/S4_fully_created_by_AI/2025-10-21/vertex_ai/gemini-2.5-flash/4_prompt_fully_created_by_AI_2025-10-21_10-44-22_Noria.ttl
2026-01-16 17:59:19,238 - INFO - Number of Nodes : 455
2026-01-16 17:59:19,238 - INFO - Number of edges : 532
2026-01-16 17:59:19,238 - INFO - cumulative number of nodes : 1590
2026-01-16 17:59:19,239 - INFO - degree_histogram : [0, 319, 40, 25, 15, 10, 5, 7, 5, 8, 3, 4, 2, 3, 3, 0, 2, 1, 1, 0, 0, 1, 1]
2026-01-16 17:59:19,239 - INFO - number of self loop : 21
2026-01-16 17:59:19,239 - INFO - ####  KPIs ####
2026-01-16 17:59:19,239 - INFO - DiGraph density : 0.0025753981701118265
2026-01-16 17:59:19,239 - INFO - cumulative density : 0.007118467090275114
2026-01-16 17:59:19,240 - INFO - Average degree connectivity : {7: 3.7142857142857144, 2: 0.6125, 8: 3.575, 12: 2.125, 14: 2.6666666666666665, 1: 0.012539184952978056, 9: 4.805555555555555, 18: 4.166666666666667, 11: 2.522727272727273, 4: 1.2166666666666666, 17: 3.3529411764705883, 10: 2.466666666666667, 3: 0.9066666666666666, 5: 1.36, 16: 3.875, 6: 2.6, 13: 1.7692307692307692, 22: 2.6363636363636362, 21: 3.619047619047619}
2026-01-16 17:59:19,240 - INFO - #### Subject, Object, predicate ####
2026-01-16 17:59:19,240 - INFO - Up,Up,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,240 - INFO - Resolved,Resolved,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,240 - INFO - NL_ISP_A_Uplink,Agent_NetworkAdmin,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,240 - INFO - NL_ISP_A_Uplink,ISP A Uplink Link,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,240 - INFO - NL_ISP_A_Uplink,2021-03-20T14:30:00+00:00,{'label': 'networkLinkInstallationDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,240 - INFO - NL_ISP_A_Uplink,Fiber Optic,{'label': 'networkLinkType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,240 - INFO - NL_ISP_A_Uplink,NL-ISP-A-001,{'label': 'networkLinkId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - NL_ISP_A_Uplink,Physical link between Edge Router 01 and ISP A.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - NL_ISP_A_Uplink,Resource_Router_Edge01,{'label': 'networkLinkTerminationResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Agent_NetworkAdmin,Specialized team managing network devices and conn...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Agent_NetworkAdmin,Network Administration Team,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Agent_NetworkAdmin,Contact via NOC for urgent network issues.,{'label': 'agentInstructions', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Agent_NetworkAdmin,Phone,{'label': 'agentPreferredContactMethod', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Agent_NetworkAdmin,24/7 On-call,{'label': 'agentWorkingHours', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,crm-prod-vm01.corp.example.com,{'label': 'resourceHostName', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,Production,{'label': 'resourceUsageState', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,Agent_AppSupportTeam,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,Resource_Hypervisor_A,{'label': 'clusterController', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,CRM Production VM,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,Virtual machine hosting the production CRM applica...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,2023-05-01T09:00:00+00:00,{'label': 'resourceInstallationDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,App_CRM,{'label': 'resourceForApplication', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,ProductModel_VMwareESXi,{'label': 'resourceProductModel', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,VirtualMachine,{'label': 'resourceType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Resource_VM_CRM_Prod,10.0.1.50,{'label': 'resourceManagementIPAddress', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Production,Production,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Event_Interface_Down_Log,TT_20240315_002,{'label': 'alarmMitigatedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Event_Interface_Down_Log,Resource_Router_Edge01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Event_Interface_Down_Log,Log entry indicating that Edge Router 01's ISP B u...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Event_Interface_Down_Log,Major,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Event_Interface_Down_Log,2024-03-15T10:00:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Event_Interface_Down_Log,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Event_Interface_Down_Log,Network Interface Down Log,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - Event_Interface_Down_Log,LINEPROTO-5-UPDOWN: Interface GigabitEthernet0/0/1...,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Secondary internet uplink to ISP B is down, causin...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,2024-03-15T10:45:00+00:00,{'label': 'modified', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,IsolatedCustomerSite,{'label': 'troubleTicketCategory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Failure,{'label': 'troubleTicketType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Supervision,{'label': 'troubleTicketOrigin', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Service_EnterpriseConnectivity,{'label': 'troubleTicketRelatedService', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Agent_NetworkAdmin,{'label': 'troubleTicketRelatedParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Event_Interface_Down_Log,{'label': 'troubleTicketTrigger', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,InProgress,{'label': 'troubleTicketStatusCurrent', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Resource_Router_Edge01,{'label': 'troubleTicketRelatedResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,2024-03-15T10:02:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Fiber cut reported by ISP B.,{'label': 'troubleTicketCause', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,ISP B Uplink Down,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:19,241 - INFO - TT_20240315_002,Major,{'label': 'troubleTicketSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
